sr_no,sector,ministry,project_code,project_name,orig_cost,rev_cost,expenditure,phys_progress,planned_duration_days,project_age_years,elapsed_fraction,progress_gap,cost_utilization,cost_per_progress,sanction_year,sanction_month,size_decile_in_sector,sector_loo_cost_overrun_rate,sector_loo_time_overrun_rate,ministry_loo_cost_overrun_rate,ministry_loo_time_overrun_rate,cost_overrun_pct,cost_overrun_flag,time_overrun_months,time_overrun_flag
248,Healthcare,Ministry of Health & Family Welfare,707087,Establishment of new GMC Pithoragarh,325,768.89,470.08,78,1954.0,4.678986995208761,0.8746161719549642,9.461617195496416,1.4464,5.950379746835443,2021.0,8.0,6.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,136.58153846153846,1.0,,
249,Healthcare,Ministry of Health & Family Welfare,707050,Establishment of new GMC Porbandar,325,618.98,936.64,81,909.0,4.068446269678303,1.6347634763476349,82.4763476347635,2.8819692307692306,11.422439024390243,2022.0,4.0,6.0,0.8125,0.8461538461538461,0.8571428571428571,0.6666666666666666,90.45538461538463,1.0,,
250,Healthcare,Ministry of Health & Family Welfare,707058,Establishment of new GMC Rajgarh,325,,179.5,86,863.0,4.39151266255989,1.858632676709154,99.8632676709154,0.5523076923076923,2.0632183908045976,2021.0,12.0,7.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
251,Healthcare,Ministry of Health & Family Welfare,707086,Establishment of new GMC Rudrapur,325,,353.01,95,1549.0,3.57015742642026,0.841833440929632,-10.816655907036804,1.0861846153846153,3.6771875,2022.0,10.0,7.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
252,Healthcare,Ministry of Health & Family Welfare,706966,Establishment of new GMC Samastipur,189,,113.4,0,,,,,0.6,113.4,,,0.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
253,Healthcare,Ministry of Health & Family Welfare,706965,Establishment of new GMC Saran [Chhapara],189,,113.4,0,,,,,0.6,113.4,,,1.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
254,Healthcare,Ministry of Health & Family Welfare,707016,Establishment of new GMC Sitamarhi,250,,150.0,0,,,,,0.6,150.0,,,3.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
255,Healthcare,Ministry of Health & Family Welfare,707018,Establishment of new GMC Siwan,250,,150.0,0,,,,,0.6,150.0,,,3.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
256,Healthcare,Ministry of Health & Family Welfare,707051,Establishment of new GMc Udhampur,325,,222.0,75,2742.0,6.590006844626968,0.8778264040846098,12.782640408460978,0.683076923076923,2.9210526315789473,2019.0,9.0,7.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
257,Healthcare,Ministry of Health & Family Welfare,706989,Establishment of new GMC West Garo Hills [Tura],189,,170.1,0,,,,,0.9,170.1,,,1.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
258,Healthcare,Ministry of Health & Family Welfare,617883,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar campuses of AIIMS, New Delhi",4441,,44.44,57,3872.0,9.51129363449692,0.8972107438016529,32.72107438016529,0.010006755235307363,0.7662068965517241,2016.0,10.0,9.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
259,Healthcare,Ministry of Health & Family Welfare,617882,"Setting up IT Infrastructure including Network Security and Hosting at AIIMS, New Delhi",358,,53.73,40,364.0,0.6324435318275154,0.6346153846153846,23.46153846153846,0.15008379888268156,1.3104878048780486,2025.0,9.0,7.0,0.8235294117647058,0.8461538461538461,0.8666666666666667,0.6666666666666666,,,,
260,Healthcare,Ministry of Labour and Employment,612186,350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand,558,,55.81,28,1355.0,3.865845311430527,1.0420664206642067,76.20664206642067,0.1000179211469534,1.9244827586206896,2022.0,6.0,8.0,0.8235294117647058,0.8333333333333334,0.5,1.0,,,14.126149802890932,1.0
261,Healthcare,Ministry of Labour and Employment,612748,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli, Karnataka",151,,31.05,28,2784.0,6.789869952087611,0.8908045977011494,61.08045977011494,0.2056291390728477,1.0706896551724139,2019.0,7.0,0.0,0.8235294117647058,0.8461538461538461,0.5,1.0,,,,
262,Healthcare,Ministry of Labour and Employment,612513,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.",165,,16.44,7,6025.0,15.38672142368241,0.9327800829875519,86.27800829875518,0.09963636363636365,2.055,2010.0,12.0,0.0,0.8235294117647058,0.8461538461538461,0.5,1.0,,,,
263,Healthcare,Ministry of Labour and Employment,612745,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka",278,,80.52,35,4346.0,11.195071868583161,0.9408651633686148,59.08651633686148,0.2896402877697842,2.2366666666666664,2015.0,2.0,4.0,0.8235294117647058,0.8333333333333334,0.5,1.0,,,4.467805519053877,1.0
264,Healthcare,Ministry of Labour and Employment,612213,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.",195,196.7,116.22,67,4325.0,12.503764544832306,1.0559537572254336,38.595375722543366,0.596,1.7091176470588234,2013.0,10.0,1.0,0.875,0.8333333333333334,1.0,1.0,0.871794871794866,0.0,12.976346911957949,1.0
265,Healthcare,Ministry of Labour and Employment,612259,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR,102,297.63,340.3,90,1346.0,5.1827515400410675,1.4063893016344726,50.63893016344727,3.3362745098039217,3.7395604395604396,2021.0,2.0,0.0,0.8125,0.8333333333333334,0.0,1.0,191.79411764705884,1.0,20.992115637319316,1.0
266,Healthcare,Ministry of Labour and Employment,612167,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar, Visakhapatnam, Andhra Pradesh",384,,286.38,95,1690.0,5.1827515400410675,1.1201183431952664,17.011834319526642,0.74578125,2.983125,2021.0,2.0,8.0,0.8235294117647058,0.8333333333333334,0.5,1.0,,,10.709592641261498,1.0
267,Healthcare,Ministry of Labour and Employment,612211,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds to 150 beds.",206,,51.74,58,1136.0,3.676933607118412,1.182218309859155,60.2218309859155,0.2511650485436893,0.8769491525423729,2022.0,8.0,1.0,0.8235294117647058,0.8333333333333334,0.5,1.0,,,13.830486202365309,1.0
268,Healthcare,Ministry of Labour and Employment,616691,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff Housing for ESIC Hospital at Andheri, Mumbai",260,,216.46,89,6076.0,17.34154688569473,1.0424621461487822,15.246214614878213,0.8325384615384616,2.405111111111111,2008.0,12.0,3.0,0.8235294117647058,0.8333333333333334,0.5,1.0,,,13.501971090670171,1.0
269,Inland Waterways,"Ministry of Ports, Shipping and Waterways",701565,Jal Marg Vikas Project,5369,5061.15,4187.19,85,2188.0,8.320328542094456,1.3889396709323583,53.89396709323583,0.7798826597131681,48.68825581395348,2018.0,1.0,,0.4309978768577495,0.7589348283111422,1.0,0.75,-5.73384242875769,0.0,33.77135348226018,1.0
270,Logistics Infrastructure,Department for Promotion of Industry & Internal Trade,707410,Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk Infrastructure Development Phase 1,763,,430.0,60,2055.0,7.956194387405886,1.4141119221411191,81.4111922141119,0.563564875491481,7.049180327868853,2018.0,5.0,,0.4309978768577495,0.7589348283111422,0.4309978768577495,1.0,,,52.46386333771353,1.0
271,Metals & Mining,Ministry of Mines,709832,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,166,,135.0,70,2742.0,8.588637919233403,1.1440554339897884,44.405543398978836,0.8132530120481928,1.9014084507042253,2017.0,9.0,0.0,0.75,0.8,1.0,1.0,,,11.990801576872535,1.0
272,Metals & Mining,Ministry of Mines,400141,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum,4103,5677.4,5023.49,96,2080.0,9.023956194387406,1.5846153846153845,62.46153846153845,1.2243456007799172,51.78855670103093,2017.0,4.0,9.0,0.6666666666666666,0.8,1.0,1.0,38.371922983183026,1.0,41.95137976346912,1.0
273,Metals & Mining,Ministry of Mines,400426,Expansion of Malanjkhand Copper Project,1856,3800.0,1018.09,28,3135.0,14.581793292265571,1.698883572567783,141.8883572567783,0.5485398706896552,35.10655172413793,2011.0,9.0,7.0,0.6666666666666666,0.8,1.0,1.0,104.74137931034481,1.0,106.99737187910644,1.0
274,Metals & Mining,Ministry of Mines,400299,Pottangi Bauxite Mines Project,1381,1960.77,770.37,52,2513.0,7.96167008898015,1.157182650218862,63.7182650218862,0.5578349022447502,14.535283018867924,2018.0,5.0,3.0,0.6666666666666666,0.8,1.0,1.0,41.981897175959446,1.0,20.006570302233904,1.0
275,Metals & Mining,Ministry of Mines,709831,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES,483,,453.89,93,2758.0,8.465434633812457,1.1211022480058013,19.110224800580127,0.9397308488612837,4.828617021276596,2017.0,11.0,1.0,0.75,0.8,1.0,1.0,,,12.976346911957949,1.0
276,Metals & Mining,Ministry of Steel,615202,Capacity expansion of Deposit-14 and 14 NMZ at Kirandul,1700,1756.2,292.01,23,2698.0,4.714579055441479,0.6382505559673832,40.82505559673832,0.17177058823529412,12.167083333333332,2021.0,8.0,5.0,1.0,1.0,1.0,0.75,3.3058823529411794,0.0,-9.165571616294349,0.0
277,Oil & Gas,Ministry of Petroleum & Natural Gas,400171,2G Ethanol Biorefinery at Bathinda,1421,1421.46,1291.35,96,1005.0,5.946611909650924,2.1611940298507464,120.11940298507463,0.9087614356087261,13.312886597938144,2020.0,5.0,5.0,0.3,0.9545454545454546,0.29411764705882354,0.94,0.032371569317384684,0.0,46.38633377135348,1.0
278,Oil & Gas,Ministry of Petroleum & Natural Gas,400168,"500 KTA PDHPP Project, Usar",8797,11256.0,8861.88,92,1461.0,5.059548254620124,1.264887063655031,34.48870636550309,1.0073752415596224,95.28903225806451,2021.0,4.0,8.0,0.28888888888888886,0.9545454545454546,0.28431372549019607,0.94,27.95271115152893,1.0,26.708278580814717,1.0
279,Oil & Gas,Ministry of Petroleum & Natural Gas,617822,ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport,215,215.0,46.87,29,932.0,1.1498973305954825,0.45064377682403434,16.064377682403432,0.218,1.5623333333333334,2025.0,3.0,1.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
280,Oil & Gas,Ministry of Petroleum & Natural Gas,617838,Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of Palakkad TOP,1130,1130.0,324.61,49,1449.0,1.6290212183436004,0.4106280193236715,-7.937198067632849,0.2872654867256637,6.4922,2024.0,9.0,5.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
281,Oil & Gas,Ministry of Petroleum & Natural Gas,619224,Augmentation of DUPL-DPPL Pipeline,844,844.0,1.2,8,1003.0,0.8514715947980835,0.3100697906281156,23.006979062811563,0.0014218009478672985,0.13333333333333333,2025.0,6.0,5.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
282,Oil & Gas,Ministry of Petroleum & Natural Gas,709786,"Augmentation/ Revamping of Dimapur Depot, Dimapur",228,227.62,28.03,43,1565.0,2.6995208761122518,0.6300319488817892,20.003194888178918,0.12293859649122807,0.6370454545454546,2023.0,8.0,1.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,-0.1666666666666647,0.0,,
283,Oil & Gas,Ministry of Petroleum & Natural Gas,709776,Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi,277,323.09,236.16,84,1638.0,4.0657084188911705,0.9065934065934066,6.659340659340657,0.8525631768953068,2.7783529411764705,2022.0,4.0,1.0,0.28888888888888886,0.9555555555555556,0.28431372549019607,0.9411764705882353,16.63898916967508,1.0,,
284,Oil & Gas,Ministry of Petroleum & Natural Gas,701324,Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA,14810,16724.0,13089.8,92,1186.0,6.247775496235455,1.924114671163575,100.4114671163575,0.8838487508440243,140.7505376344086,2020.0,1.0,9.0,0.28888888888888886,0.9545454545454546,0.28431372549019607,0.94,12.923700202565833,1.0,44.053876478318,1.0
285,Oil & Gas,Ministry of Petroleum & Natural Gas,709850,Borholla GGS Life Extension Project [BLEP],199,198.7,110.99,64,971.0,2.614647501711157,0.9835221421215242,34.35221421215242,0.5577386934673366,1.7075384615384614,2023.0,9.0,0.0,0.3,0.9545454545454546,0.29411764705882354,0.94,-0.1507537688442268,0.0,10.4796320630749,1.0
286,Oil & Gas,Ministry of Petroleum & Natural Gas,619312,Bulk Loading Hub- Kanpur,186,186.0,104.24,62,734.0,0.5913757700205339,0.29427792915531337,-32.57220708446866,0.5604301075268817,1.6546031746031746,2025.0,9.0,0.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
287,Oil & Gas,Ministry of Petroleum & Natural Gas,617830,C2/C3 Vijaipur Pata Pipeline,1792,1792.0,541.2,73,974.0,1.9548254620123204,0.7330595482546202,0.3059548254620097,0.3020089285714286,7.313513513513514,2024.0,5.0,6.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
288,Oil & Gas,Ministry of Petroleum & Natural Gas,709779,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA,768,740.0,250.84,60,1349.0,3.838466803559206,1.039288361749444,43.928836174944394,0.3266145833333333,4.112131147540984,2022.0,6.0,4.0,0.3,0.9545454545454546,0.29411764705882354,0.94,-3.6458333333333335,0.0,16.754270696452036,1.0
289,Oil & Gas,Ministry of Petroleum & Natural Gas,701289,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA,34627,36225.0,28007.3,94,1312.0,5.171800136892539,1.4397865853658536,49.97865853658536,0.8088283709244232,294.81368421052633,2021.0,2.0,9.0,0.3,0.9545454545454546,0.29411764705882354,0.94,4.61489589049008,0.0,27.003942181340342,1.0
290,Oil & Gas,Ministry of Petroleum & Natural Gas,604795,CBR 9 MMTPA Project,31580,36354.0,1615.38,10,1368.0,4.654346338124572,1.2426900584795322,114.26900584795322,0.05115199493350222,146.8527272727273,2021.0,9.0,9.0,0.28888888888888886,0.9555555555555556,0.28431372549019607,0.9411764705882353,15.117162761241293,1.0,,
291,Oil & Gas,Ministry of Petroleum & Natural Gas,619196,Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section] from Crude oil to Product,359,359.0,52.55,43,700.0,0.917180013689254,0.4785714285714286,4.857142857142861,0.14637883008356545,1.1943181818181818,2025.0,5.0,2.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
292,Oil & Gas,Ministry of Petroleum & Natural Gas,617818,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA",515,514.91,25.77,6,3593.0,4.167008898015058,0.4236014472585583,36.36014472585583,0.05003883495145631,3.6814285714285715,2022.0,2.0,3.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,-0.01747572815534599,0.0,,
293,Oil & Gas,Ministry of Petroleum & Natural Gas,617819,"City Gas Distribution [CGD] Project in Kondagaon, Bastar, Sukma, Narayanpur, Bijapur & Dantewada GA",557,557.04,11.63,2,2921.0,3.8795345653661877,0.48510783978089694,46.51078397808969,0.02087971274685817,3.876666666666667,2022.0,6.0,4.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0071813285457744385,0.0,,
294,Oil & Gas,Ministry of Petroleum & Natural Gas,701338,City Gas Distribution Maharashtra Natural Gas Limited,5535,5535.0,4481.93,47,9277.0,20.292950034223136,0.7989651827099278,32.89651827099277,0.809743450767841,93.37354166666667,2006.0,1.0,8.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
295,Oil & Gas,Ministry of Petroleum & Natural Gas,709771,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts",865,865.0,89.23,3,3486.0,4.125941136208077,0.4323006310958118,40.23006310958118,0.10315606936416186,22.3075,2022.0,3.0,5.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
296,Oil & Gas,Ministry of Petroleum & Natural Gas,709772,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",609,609.0,64.44,3,3386.0,4.1040383299110195,0.4427052569403426,41.270525694034255,0.1058128078817734,16.11,2022.0,3.0,4.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
297,Oil & Gas,Ministry of Petroleum & Natural Gas,709773,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua Districts",538,538.0,4.45,1,4582.0,4.125941136208077,0.32889567874290704,31.889567874290705,0.008271375464684014,2.225,2022.0,3.0,3.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
298,Oil & Gas,Ministry of Petroleum & Natural Gas,709770,City Gas Distribution Project at Pathankot District,151,151.0,9.02,2,4203.0,4.087611225188227,0.3552224601475137,33.52224601475137,0.05973509933774834,3.0066666666666664,2022.0,3.0,0.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
299,Oil & Gas,Ministry of Petroleum & Natural Gas,709791,City Gas Distribution Projects at Alipurduar and Cooch Behar,1017,1017.0,238.41,44,2657.0,3.356605065023956,0.4614226571321039,2.142265713210392,0.23442477876106194,5.298,2022.0,12.0,5.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
300,Oil & Gas,Ministry of Petroleum & Natural Gas,709792,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar districts",3638,3638.0,493.91,34,2657.0,3.356605065023956,0.4614226571321039,12.142265713210392,0.13576415612974163,14.111714285714287,2022.0,12.0,7.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
301,Oil & Gas,Ministry of Petroleum & Natural Gas,709794,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",3207,3207.0,429.3,31,2748.0,3.356605065023956,0.44614264919941776,13.614264919941775,0.13386342376052385,13.415625,2022.0,12.0,7.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
302,Oil & Gas,Ministry of Petroleum & Natural Gas,709793,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",3919,3919.0,527.15,30,2748.0,3.356605065023956,0.44614264919941776,14.614264919941775,0.13451135493748403,17.00483870967742,2022.0,12.0,7.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
303,Oil & Gas,Ministry of Petroleum & Natural Gas,709795,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",16654,16654.0,754.7,20,2748.0,3.356605065023956,0.44614264919941776,24.614264919941775,0.04531644049477603,35.938095238095244,2022.0,12.0,9.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
304,Oil & Gas,Ministry of Petroleum & Natural Gas,709796,City Gas Distribution Projects at the Nilgiris and Erode districts,3685,3685.0,303.1,26,2657.0,3.356605065023956,0.4614226571321039,20.142265713210392,0.08225237449118047,11.225925925925926,2022.0,12.0,7.0,0.3,0.9555555555555556,0.29411764705882354,0.9411764705882353,0.0,0.0,,
